id,nameFirst,nameLast,origin,likert.valuesFriendship,likert.valuesFamily,likert.valuesCommunity,likert.valuesSelf,likert.valuesFaith,likert.valuesEducation,likert.valuesHealth,likert.valuesStrength,semDiff.dogCat,semDiff.donutMunchkins,semDiff.cakePie,semDiff.steelersPirates
jgelineau167,Jerald,Gelineau,AZ,4,4,2,2,2,5,2,3,1,4,1,5
cdinkel646,Cary,Dinkel,ID,4,2,4,2,3,5,4,1,2,3,4,4
yzinter644,Yong,Zinter,UT,1,3,4,3,1,5,4,3,1,2,3,5
kapollo627,Karol,Apollo,OR,3,1,3,2,3,2,2,1,1,5,3,3
skonarik696,Seema,Konarik,RI,3,2,1,3,5,5,3,4,1,5,1,4
afarrey472,Ariana,Farrey,NY,4,4,3,4,1,5,1,1,4,2,4,4
ebruemmer707,Elmo,Bruemmer,LA,2,5,4,2,1,4,4,4,5,3,5,2
idauphin500,Irvin,Dauphin,WV,2,2,5,4,4,3,5,4,2,3,3,2
yraybon25,Yevette,Raybon,TN,2,1,5,3,1,4,1,2,5,4,1,2
lmangle570,Lyndia,Mangle,OR,2,4,5,2,5,1,2,2,2,3,2,4
cfritts432,Corliss,Fritts,SD,1,5,2,2,4,2,3,5,5,3,3,1
rfishbeck256,Rosendo,Fishbeck,VT,3,1,1,3,5,3,3,4,4,3,4,5
xeckart38,Xuan,Eckart,MS,1,1,1,1,4,4,1,2,2,5,3,4
pkoslow939,Phil,Koslow,NJ,2,4,1,3,2,5,2,1,1,5,1,2
twahler172,Trinidad,Wahler,CO,5,5,3,2,2,2,2,5,3,4,3,3
rdeyon685,Rachael,Deyon,ND,3,1,4,4,1,1,2,5,2,5,2,2
hpabon724,Haley,Pabon,OR,5,4,3,5,3,4,2,2,1,1,4,5
gfavaro327,Gregory,Favaro,WI,1,4,1,3,4,4,2,2,5,2,1,4
blefebre13,Bette,Lefebre,CA,1,4,5,2,5,4,2,1,5,2,5,1
ctukis826,Carita,Tukis,AZ,2,2,5,1,3,5,1,1,2,3,2,4
aamano530,Antonio,Amano,RI,4,3,3,1,2,4,4,2,4,3,1,2
tantista208,Tatum,Antista,ID,3,3,1,5,3,3,3,4,5,4,5,3
sapresa894,Shawn,Apresa,TN,3,5,5,2,3,4,1,2,2,4,2,5
moras585,Milagros,Oras,KS,4,3,1,4,5,1,3,3,1,5,5,2
tlepez121,Tyrone,Lepez,ME,5,1,4,1,2,2,2,2,2,1,1,3
akeville542,Arlen,Keville,NM,4,2,1,2,4,3,4,2,2,1,4,5
mcrown354,Murray,Crown,NC,2,2,1,2,4,2,2,5,3,3,2,5
tmodero414,Tara,Modero,NH,3,1,2,1,3,3,2,3,3,5,4,3
ewolchesky720,Elliott,Wolchesky,MO,4,2,5,1,5,3,3,3,3,5,5,2
sstrothman116,Shaun,Strothmann,LA,4,5,4,3,2,5,3,3,1,4,5,2
sbarlowe422,Shane,Barlowe,LA,1,1,3,5,4,3,1,3,2,2,4,1
nmcburroug823,Nellie,Mcburrough,MA,5,2,4,5,3,2,5,1,5,3,2,4
jseipp584,Jeff,Seipp,IN,1,2,2,3,1,5,3,3,4,1,3,1
lpadillo971,Lola,Padillo,OH,5,5,5,5,3,1,2,1,3,2,2,3
swinnie612,Sheila,Winnie,VA,4,1,3,2,3,5,1,1,4,3,3,1
tbianchini753,Teddy,Bianchini,VA,1,1,5,1,1,2,5,5,2,4,1,4
lquereto676,Letty,Quereto,WA,4,3,4,3,1,3,4,5,2,4,1,2
mlayel222,Myung,Layel,MA,4,2,4,5,3,3,5,5,4,1,5,1
mgesing289,Mirella,Gesing,IL,2,4,1,4,3,1,4,1,3,4,5,2
jbenfield458,Julian,Benfield,SC,4,3,4,4,5,5,3,2,2,2,2,4
tcallejo825,Toni,Callejo,OH,3,4,3,2,2,2,5,2,3,1,1,3
tkisser978,Tatyana,Kisser,VT,5,4,3,3,3,1,4,1,1,2,1,4
ostaunton472,Orlando,Staunton,VT,4,2,5,4,1,1,2,2,3,2,3,4
krieske588,Kip,Rieske,OK,1,4,2,4,3,2,3,2,1,4,4,1
gsuddath403,Geraldo,Suddath,AR,3,3,4,1,3,4,4,1,5,4,3,5
dhondorp828,Danika,Hondorp,MN,2,3,3,5,1,5,1,5,5,1,2,3
kouinones672,Kraig,Ouinones,NV,2,2,4,1,3,2,1,2,5,2,3,3
lswezey173,Leslie,Swezey,TN,5,3,4,4,4,4,2,4,2,1,1,2
sgiaimo447,Sharolyn,Giaimo,IN,3,4,3,5,5,4,1,1,4,3,2,5
cbenward936,Charline,Benward,AZ,3,3,2,4,4,5,1,2,3,5,2,2
cpeavy389,Courtney,Peavy,ND,4,5,1,2,4,1,3,1,5,5,1,2
mphilipps984,Mellisa,Philipps,CA,2,3,2,5,5,4,4,3,2,5,5,3
ssoileau309,Susana,Soileau,AL,5,4,5,3,5,5,1,5,1,5,5,4
alepez794,Alec,Lepez,OH,4,1,3,5,3,2,2,3,1,4,4,4
emediano959,Elina,Mediano,ME,4,5,3,4,1,4,2,2,2,4,5,5
abuzis509,Alexis,Buzis,NE,4,4,4,2,3,5,4,1,3,2,2,2
asuh424,Antony,Suh,MS,1,4,2,3,5,1,5,4,2,2,5,4
akapusniak853,Aleisha,Kapusniak,DE,4,4,5,4,4,3,2,3,3,3,4,5
lfetrow383,Lavenia,Fetrow,HI,3,5,3,3,5,3,3,3,3,1,2,5
ewhirlow685,Elma,Whirlow,IN,2,1,2,2,4,2,2,2,3,1,4,3
ghassick846,Gerardo,Hassick,NY,4,2,2,3,3,4,4,3,3,4,4,4
rbailleu472,Rachal,Bailleu,TN,2,1,5,4,3,5,3,1,3,1,2,5
dlaffoon752,Dewitt,Laffoon,MT,3,1,3,3,5,2,2,2,1,4,5,5
eehr826,Elvin,Ehr,WI,3,2,2,1,5,2,5,3,4,4,4,5
wgravatt623,Weston,Gravatt,RI,3,2,4,1,2,3,5,2,5,3,2,5
cgunkelman974,Catrice,Gunkelman,VT,3,5,2,4,2,2,2,1,3,3,3,5
tjurcik719,Timothy,Jurcik,AL,3,2,4,5,1,5,3,5,1,4,1,4
lcornelson925,Lenny,Cornelson,NE,5,1,3,1,2,1,3,3,3,1,5,4
jperanio61,Jacqui,Peranio,TX,3,4,1,4,4,1,2,5,4,4,1,1
wwillaimso494,Will,Willaimson,GA,5,2,2,1,3,5,1,5,4,1,4,5
bseymore984,Burton,Seymore,MD,1,4,1,1,3,1,3,2,3,4,1,2
znix92,Zachery,Nix,KS,4,2,1,2,5,4,5,2,2,5,4,2
dschelp392,Dewayne,Schelp,ND,2,5,1,2,5,2,5,4,2,3,3,2
mdobiesz550,Meta,Dobiesz,LA,2,5,1,3,5,2,3,4,1,2,4,1
crueger863,Collin,Rueger,VT,1,1,2,3,5,4,5,4,4,3,5,1
branum458,Blossom,Ranum,CO,5,2,2,4,1,2,3,5,4,5,4,4
wtinney105,Waylon,Tinney,WA,4,5,1,3,2,4,4,3,4,5,3,1
kklinner136,Kaylene,Klinner,MD,5,3,3,1,4,3,5,1,4,2,1,1
bimes711,Blake,Imes,NE,3,3,1,4,1,2,5,1,4,3,4,3
ckentner979,Clarine,Kentner,MD,4,4,1,2,2,1,3,1,1,3,5,4
rmcgarvie277,Rufus,Mcgarvie,SD,3,2,3,1,3,1,2,3,3,1,3,3
mengemann257,Majorie,Engemann,MI,4,3,3,4,4,2,2,5,4,5,3,2
dgleicher692,Dewayne,Gleicher,MI,3,4,3,2,2,2,1,2,1,5,5,3
hcheirs687,Hobert,Cheirs,IN,1,1,1,2,2,1,5,5,2,3,4,4
rdiiulio582,Robt,Diiulio,NY,5,2,3,4,5,3,2,4,5,2,2,5
sbacke562,Sylvester,Backe,WI,2,5,3,3,1,5,3,3,5,5,4,2
dbirchard199,Dick,Birchard,MT,1,4,3,1,3,2,5,3,3,3,1,4
ndixion875,Noe,Dixion,MI,1,1,4,2,2,1,2,1,4,2,1,3
nzincke110,Noah,Zincke,OR,2,4,1,2,2,4,1,5,1,1,2,4
bnemetz999,Brett,Nemetz,IA,1,3,5,1,1,4,4,5,5,2,1,3
bpujols394,Branden,Pujols,RI,2,5,2,3,4,1,2,4,5,4,3,3
fthaut634,Frankie,Thaut,IA,3,1,4,1,5,2,2,1,1,3,3,1
gmadan452,Ginger,Madan,KS,4,4,5,3,3,5,4,2,5,5,5,5
vwagemann220,Vera,Wagemann,GA,2,2,2,5,5,1,1,2,2,2,2,4
mriliford983,Merrill,Riliford,OR,3,4,3,5,3,2,1,1,4,3,1,1
rhamley987,Rolf,Hamley,LA,3,1,2,3,3,5,4,1,1,5,3,1
ldermady124,Laureen,Dermady,ID,2,4,3,2,5,4,2,2,4,1,4,4
vsteege319,Vern,Steege,FL,3,4,2,4,3,1,4,3,4,5,1,5
afoody123,Audra,Foody,MD,5,1,3,2,2,2,1,3,4,5,4,3
sjosephsen314,Sydney,Josephsen,KY,2,3,3,1,1,4,3,5,4,3,1,5
adagg771,Antone,Dagg,NH,1,5,2,1,4,1,4,5,2,4,4,4
qtarr565,Quinton,Tarr,GA,5,3,4,2,4,1,3,3,3,3,5,3
jschools938,Jeffrey,Schools,CT,3,5,4,3,3,5,4,1,3,3,1,5
adeaderick746,Armand,Deaderick,VT,2,1,3,4,2,1,1,5,5,3,5,2
aleich795,Apolonia,Leich,WI,4,4,3,3,5,4,3,4,3,1,3,2
dchamlee289,Danelle,Chamlee,NV,3,3,3,1,2,3,3,5,5,1,3,1
uancalade812,Ursula,Ancalade,MA,4,2,5,4,3,5,2,5,4,5,1,1
kshaver606,Kimberley,Shaver,CT,2,3,3,2,2,3,2,2,1,1,5,1
elachermei938,Edwin,Lachermeier,NM,3,4,4,4,1,1,3,5,5,1,4,5
acammon115,Andreas,Cammon,SC,2,5,3,1,1,5,1,5,3,3,3,1
cmagnie304,Clyde,Magnie,RI,1,1,5,2,5,4,5,3,2,3,4,5
lbujnowski777,Lesley,Bujnowski,WA,4,4,4,5,3,3,3,3,1,2,4,1
rholoman936,Rolland,Holoman,NC,4,3,3,4,1,4,4,4,5,4,2,1
emazy337,Emory,Mazy,SC,3,3,3,4,4,4,5,2,5,1,1,1
crosendahl913,Chrissy,Rosendahl,ND,2,3,5,3,3,3,3,2,4,4,5,3
cmillen839,Charis,Millen,RI,3,3,2,4,5,4,5,2,3,1,3,3
sribsamen954,Shyla,Ribsamen,CO,2,2,3,1,5,2,1,4,3,1,4,2
wmismit678,Willy,Mismit,SC,3,3,4,2,3,1,4,3,1,2,2,1
cbanasiak746,Clifton,Banasiak,SD,5,2,1,4,4,1,5,4,2,3,2,2
dpeaker503,Denny,Peaker,MA,3,3,2,2,5,4,2,5,5,3,4,5
ciglesia977,Casie,Iglesia,ME,3,5,5,2,3,2,5,2,1,4,2,3
mgarbacz838,Meri,Garbacz,SC,1,2,4,1,3,1,4,1,2,4,3,3
asirna788,Anthony,Sirna,TN,1,5,4,4,1,3,5,1,5,3,5,1
agrasman344,Alice,Grasman,KY,5,4,4,5,1,5,4,4,5,3,3,5
nglidewell871,Nathan,Glidewell,CT,4,1,4,3,1,5,4,5,5,2,3,5
mheavilin701,Minerva,Heavilin,HI,2,2,3,1,4,4,1,1,5,5,1,1
cfrusci599,Caitlin,Frusci,TX,2,4,2,3,2,5,5,5,1,2,4,5
hfeagen681,Herminia,Feagen,IN,5,1,2,3,4,1,1,5,1,3,4,2
frengifo757,Florencia,Rengifo,SC,1,3,3,3,2,4,1,5,5,1,5,5
jzinger258,Jules,Zinger,NH,4,4,5,3,4,2,4,2,1,1,1,2
ashy148,Antwan,Shy,NC,4,5,4,3,2,3,5,5,4,5,4,3
lthreat63,Leana,Threat,SD,2,5,5,3,3,3,1,1,4,5,3,2
vkuepfer309,Venessa,Kuepfer,PA,1,5,3,5,5,1,4,3,1,2,4,1
jsamperi9,Joye,Samperi,TN,2,5,5,2,2,1,4,3,3,1,3,4
gcapparell998,Gaston,Capparelli,MT,3,2,5,3,1,1,2,3,3,1,3,3
tgayton132,Tristan,Gayton,PA,1,5,3,1,4,4,5,2,1,3,1,4
lbastress98,Lucius,Bastress,CT,1,2,1,3,1,2,5,1,3,5,5,2
sesplin208,Shanika,Esplin,ID,4,5,4,5,2,3,3,5,5,1,5,3
mkeitsock305,Manuela,Keitsock,ID,4,1,3,5,3,1,2,2,5,5,3,4
mgleisner542,Marco,Gleisner,ID,4,5,5,5,3,1,1,2,5,2,4,5
kmirchanda852,Keri,Mirchandani,NJ,4,5,3,5,5,1,5,1,5,3,5,5
chettrick249,Camila,Hettrick,IN,3,1,4,4,4,1,4,1,1,1,1,2
dvanes874,Deon,Vanes,FL,4,4,1,4,1,5,3,4,5,1,5,5
dloren546,Denver,Loren,ID,3,3,1,5,4,5,2,3,5,4,5,3
ecocco266,Erin,Cocco,NE,2,4,1,2,1,4,2,5,2,3,1,1
sbaker699,Shelley,Baker,MD,1,1,3,4,2,5,3,1,1,4,3,2
dhick507,Denver,Hick,IN,1,5,3,5,5,2,2,1,3,5,2,1
hstoey625,Heath,Stoey,CO,1,2,3,3,5,1,5,5,1,5,4,4
ekrzyminsk943,Ebony,Krzyminski,KS,3,1,4,3,5,4,5,5,5,3,3,3
dmansbridg8,Dan,Mansbridge,FL,1,2,2,3,4,3,1,3,1,3,4,5
chomiak41,Clarine,Homiak,NV,4,2,5,1,4,2,4,1,1,1,4,3
dcarmello611,Dusty,Carmello,ND,3,2,1,4,3,5,5,1,3,2,1,4
eheadings637,Elma,Headings,AK,3,4,4,2,4,4,1,1,3,4,1,4
rsatoe51,Reyna,Satoe,MN,5,4,4,4,4,3,5,1,5,5,1,4
zgadapee211,Zachary,Gadapee,MT,5,1,4,2,2,1,3,4,5,5,5,1
esandell841,Emile,Sandell,VT,4,3,4,5,3,1,2,2,3,3,3,2
pskains755,Pedro,Skains,AR,3,1,5,1,2,3,5,5,3,5,2,5
mbiccum286,Mariette,Biccum,HI,1,2,4,4,4,2,2,3,1,5,1,2
pguger724,Phil,Guger,VT,3,3,1,3,1,5,3,2,1,2,2,5
gbourbeau421,Gema,Bourbeau,OR,2,5,2,4,2,3,4,4,4,2,2,5
tplemons297,Tommie,Plemons,WA,5,4,2,4,2,4,5,2,5,2,1,1
camparo28,Chas,Amparo,CA,3,2,5,4,1,5,4,5,4,1,5,3
chazekamp306,Chad,Hazekamp,MN,2,1,2,1,4,4,3,2,1,5,1,2
jmcilhinne998,Jeramy,Mcilhinney,MD,4,5,2,2,2,1,4,2,5,1,4,1
bflood424,Brain,Flood,TX,4,2,1,3,1,1,1,4,4,4,4,1
efeilds866,Eleni,Feilds,OR,4,3,3,4,4,3,1,1,2,2,1,1
dquintanil136,Digna,Quintanilla,MT,4,2,1,1,5,3,3,1,4,3,5,3
mmcglockto31,Mavis,Mcglockton,ID,3,2,1,3,2,1,5,2,4,4,2,2
ebrawn336,Evan,Brawn,DE,2,4,5,3,3,5,4,4,3,5,1,5
hdade65,Horace,Dade,OH,3,4,4,5,4,2,3,4,3,2,4,3
vfinke673,Valentin,Finke,VA,1,2,5,2,2,4,3,1,5,5,1,3
rfelch131,Reva,Felch,AK,5,1,1,3,4,5,5,5,2,2,2,5
iregn686,Ivana,Regn,NV,4,5,5,2,2,5,2,1,3,2,5,3
tmuddathth635,Towanda,Muddaththir,NJ,5,3,5,4,3,5,4,3,4,5,2,2
afernette891,Arthur,Fernette,UT,2,4,3,3,5,1,2,3,4,4,4,3
lfurches156,Lena,Furches,AL,3,4,1,2,1,2,2,4,1,3,4,3
golerud325,Gary,Olerud,KS,2,5,2,1,4,5,3,4,3,2,3,4
dmaurizio946,Darnell,Maurizio,TX,5,4,4,2,3,1,5,3,5,1,3,3
ghowk573,Graig,Howk,CA,5,2,1,1,1,4,5,3,3,4,3,3
aunrau402,Annemarie,Unrau,DE,1,3,5,3,3,3,4,4,2,1,2,3
aorlin985,Adrianna,Orlin,MT,5,3,1,3,4,5,5,5,4,3,3,4
tdewall789,Tim,Dewall,CO,1,3,4,4,4,3,5,5,4,4,2,1
vbrustkern855,Vicenta,Brustkern,SD,1,3,3,1,2,2,2,4,4,2,2,1
cmamone265,Carmon,Mamone,IN,5,5,1,1,4,1,4,3,2,5,1,3
cvigor152,Carisa,Vigor,ME,2,1,3,3,4,4,5,3,5,4,1,3
slybecker865,Solange,Lybecker,ND,1,1,5,3,1,2,1,4,3,2,2,5
ltraweek485,Lance,Traweek,OH,4,3,3,5,5,4,4,2,1,5,3,4
jswartzell817,Jordan,Swartzell,CO,4,4,5,1,1,3,3,1,4,5,4,1
hmerson433,Hipolito,Merson,AZ,5,5,4,3,5,4,4,1,3,4,3,3
valbers717,Virgen,Albers,SD,5,1,4,4,3,3,3,5,5,1,1,5
wtofanelli497,Whitney,Tofanelli,KS,2,2,3,2,1,1,4,3,2,2,5,1
krhymer354,Kathleen,Rhymer,CO,4,4,2,2,2,2,4,4,4,5,5,3
dzuelke578,Darrick,Zuelke,KY,4,5,3,2,3,1,5,3,2,2,4,2
dpatnode873,Diego,Patnode,NY,5,5,3,1,4,3,3,5,1,1,2,3
ttisinger751,Terrell,Tisinger,WV,5,3,5,1,2,3,1,2,1,2,4,1
ashininger168,Adela,Shininger,OH,5,4,3,4,1,4,4,1,1,1,3,2
kvreugdenh503,Krystin,Vreugdenhil,OH,1,2,1,3,5,5,5,2,5,4,3,1
jdina218,Jamar,Dina,ME,3,2,2,5,3,5,2,1,2,2,3,2
lbrague65,Larhonda,Brague,AK,4,1,1,5,5,1,1,1,2,1,3,1
nluckenbil195,Nereida,Luckenbill,NV,1,4,5,5,3,2,3,5,2,4,5,5
epirieda296,Ellyn,Pirieda,OR,5,3,1,2,2,4,4,4,1,1,5,2
tfalck801,Tommy,Falck,MS,1,2,1,2,1,5,1,4,2,4,1,5
diulo929,Dexter,Iulo,OH,5,2,4,2,1,3,3,3,5,2,3,1
tpossick410,Tuan,Possick,VT,1,3,4,3,3,5,1,3,5,3,4,1
jbalbin160,Joane,Balbin,ID,1,5,3,4,4,5,4,2,2,4,2,5
cblocker874,Clementina,Blocker,MI,2,1,3,1,4,1,5,3,1,3,1,5
jmalachi549,Jackson,Malachi,WY,1,3,1,5,2,3,2,4,2,1,5,2
zsusoev63,Zina,Susoev,NC,1,3,4,2,3,1,3,1,1,4,3,5
broby781,Boyd,Roby,KS,2,2,5,3,2,2,2,2,4,3,4,4
lzinger539,Lacy,Zinger,MO,4,1,5,5,1,1,4,4,1,4,4,1
dbillman677,Danilo,Billman,ID,1,2,2,5,4,4,2,3,5,3,2,5
mhodek941,Marianela,Hodek,ND,4,3,3,1,2,1,4,3,2,2,1,3
jgemmer122,Jeremy,Gemmer,DE,2,4,3,1,5,2,2,5,1,3,5,1
mjankauska462,Mickey,Jankauskas,NC,3,5,1,2,1,2,5,4,1,1,3,4
ddiesen720,Dick,Diesen,CT,2,1,2,1,3,5,3,3,1,3,4,4
wfeigh549,Wilson,Feigh,TN,1,3,3,2,5,4,1,1,3,2,2,3
acowgill729,Art,Cowgill,DE,3,2,5,1,5,5,2,1,5,5,1,3
cramthun821,Chester,Ramthun,WA,5,5,3,4,1,2,2,1,3,2,1,3
rgrigsby573,Rolf,Grigsby,KS,4,3,4,5,5,2,2,3,3,4,1,1
lmoradian268,Lavette,Moradian,AZ,3,5,3,2,4,1,5,1,5,4,2,4
dcass931,Danelle,Cass,MI,5,5,3,3,5,3,1,2,2,5,5,5
etonelson673,Emery,Tonelson,NV,4,5,3,3,5,5,1,1,1,2,2,1
oleibman218,Olen,Leibman,WY,4,4,4,3,3,3,1,2,5,2,5,2
dkieff404,Dorian,Kieff,IN,2,5,4,3,2,1,5,2,2,2,3,1
tvicencio591,Tyrone,Vicencio,ND,2,4,1,4,5,3,4,2,2,2,1,5
lcontrera650,Lupe,Contrera,KS,5,1,2,3,5,2,5,2,5,3,2,4
jhakim669,Jamika,Hakim,VT,4,5,1,1,4,5,1,3,5,1,5,4
jkanan252,Janessa,Kanan,MO,5,1,3,5,1,4,4,2,2,5,5,5
fbirckett150,Florinda,Birckett,TX,4,4,3,5,2,3,1,5,4,5,3,3
enishina884,Erick,Nishina,AZ,2,1,1,1,3,5,3,2,3,2,4,2
aisidore877,Albert,Isidore,ME,4,5,1,4,5,5,2,5,4,2,1,4
ddallaire23,Domenic,Dallaire,OH,1,2,1,4,1,1,1,3,3,3,1,2
gtruluck949,Georgette,Truluck,WY,1,4,2,5,4,1,4,2,4,2,2,4
aplumley772,Angie,Plumley,VA,1,1,5,4,4,4,4,4,1,5,3,1
rpetralia756,Roscoe,Petralia,AZ,3,5,3,5,3,4,3,4,4,4,2,5
gperteet698,Gayle,Perteet,MD,1,5,2,5,2,5,1,1,5,4,2,5
hmcrenolds159,Heath,Mcrenolds,TX,1,2,1,2,5,4,4,2,5,4,5,4
mpruette289,Mose,Pruette,IA,3,2,2,1,2,3,4,4,4,3,1,3
wcartright977,Waltraud,Cartright,AL,4,2,3,5,2,2,2,5,2,2,5,4
esmisek909,Erick,Smisek,AL,3,2,2,5,4,4,1,1,3,2,4,5
lwagler440,Lenard,Wagler,VT,5,4,1,5,5,5,3,5,2,2,5,5
hbechard145,Hunter,Bechard,SC,2,1,5,5,3,3,2,2,4,2,2,1
mearnshaw34,Marcie,Earnshaw,IA,3,5,4,4,3,1,3,2,2,5,1,2
tbayerl885,Tamara,Bayerl,MT,4,3,1,5,4,1,3,2,4,4,2,2
kschnakenb479,Kiersten,Schnakenberg,NY,4,5,5,2,3,5,1,4,4,3,3,4
rswailes336,Rudy,Swailes,OK,4,5,5,2,1,5,4,3,2,5,4,1
nhougham700,Nickolas,Hougham,ID,2,5,2,5,1,2,2,1,3,1,4,5
jsheladia215,Janine,Sheladia,PA,2,3,5,1,1,2,5,4,3,3,2,4
vmontjoy307,Virgil,Montjoy,NM,2,5,5,3,3,5,5,2,3,3,4,4
ltownson821,Leigha,Townson,IL,1,1,3,4,4,2,1,2,1,1,2,5
amadere176,Alfonso,Madere,AK,1,5,5,1,4,5,2,1,1,3,4,2
akovalovsk743,Annamarie,Kovalovsky,CO,1,1,5,3,5,4,4,4,1,1,2,2
prutledge24,Perry,Rutledge,UT,4,1,5,1,3,3,1,1,1,4,5,2
bshoun992,Beatrice,Shoun,CT,3,5,1,5,4,1,3,2,4,4,4,1
etorgerson522,Elizabeth,Torgerson,MA,2,5,2,5,2,4,2,5,4,3,5,3
nquivers400,Nathanial,Quivers,PA,5,5,4,2,4,3,2,5,5,3,3,4
abrundin601,Alec,Brundin,NJ,1,2,2,5,1,4,2,4,4,3,1,2
jkallio250,Jonah,Kallio,LA,3,1,2,2,4,2,1,5,4,3,2,3
iorizetti874,Isaias,Orizetti,MA,5,4,2,5,1,1,1,2,2,1,4,1
qfranca489,Quinn,Franca,VA,5,3,4,3,2,3,4,4,4,4,3,5
pblakeley354,Paul,Blakeley,MI,3,2,4,1,4,5,5,1,5,1,3,3
pdriggers341,Ping,Driggers,NM,5,4,2,5,2,2,5,3,3,5,3,3
fcarratura250,Filomena,Carratura,MT,4,4,3,2,1,5,5,2,1,5,4,2
mdipiano625,Margarito,Dipiano,IN,4,1,4,5,1,5,2,3,5,4,2,3
gkaman913,Garland,Kaman,FL,2,4,1,2,1,4,1,3,1,1,4,3
csichel470,Christian,Sichel,MI,5,5,3,3,3,5,2,1,3,4,2,2
jchriste454,Jarred,Christe,IN,1,2,5,1,5,2,1,4,2,1,2,4
lgandolfo993,Larue,Gandolfo,WV,2,5,2,5,2,5,4,5,3,2,2,3
kremmele810,Kimberlie,Remmele,SC,2,5,5,3,5,4,5,4,5,1,2,3
shermandez563,Sana,Hermandez,VA,5,2,2,5,5,5,2,3,1,3,2,4
efarrugia282,Elsie,Farrugia,LA,5,5,3,5,4,5,3,2,1,4,2,3
cbullara698,Clyde,Bullara,MO,1,3,5,1,4,4,2,5,2,2,2,4
earseneau644,Elida,Arseneau,NM,4,2,1,5,2,1,3,2,2,3,3,4
vpotucek32,Verona,Potucek,GA,2,3,4,2,1,4,5,5,3,5,4,2
cwah728,Carter,Wah,WI,4,5,1,4,5,4,1,4,2,2,2,1
rostergren492,Rod,Ostergren,UT,3,5,4,2,2,4,4,1,2,4,1,2
sselusi182,Selma,Selusi,ID,4,5,2,5,3,3,1,5,1,3,5,5
drokisky549,Daryl,Rokisky,AK,3,2,2,1,4,5,2,4,3,3,3,2
dchevere831,Dorian,Chevere,IA,2,5,1,4,2,4,3,2,1,4,2,5
mseaburn848,Maureen,Seaburn,GA,5,3,1,1,2,4,3,1,5,2,5,5
stweedy326,Shannon,Tweedy,MS,2,2,2,1,2,5,5,2,1,5,4,4
emaines571,Estell,Maines,DE,3,5,4,4,3,2,2,1,4,5,5,3
dmangus885,Delphia,Mangus,SC,1,3,1,4,3,2,3,4,3,2,2,5
jhile938,Josef,Hile,OH,5,4,3,2,4,1,5,4,3,3,1,2
iwasco397,Ilene,Wasco,MI,2,2,4,3,5,2,5,5,1,1,1,5
lkarp135,Lynell,Karp,MN,2,5,1,2,1,3,3,3,2,3,2,2
arivara735,Abdul,Rivara,IA,2,2,2,1,5,5,4,4,4,3,4,2
mcatucci25,Maurice,Catucci,WY,5,5,2,2,3,2,2,3,5,1,2,3
fgoudreau436,Fletcher,Goudreau,KS,2,3,3,3,5,2,2,3,3,5,1,3
hborries855,Hobert,Borries,CO,2,3,4,5,2,2,3,1,2,1,5,2
kfolz510,Kurtis,Folz,AR,3,4,3,2,3,4,4,2,4,4,2,3
rpforr345,Ramiro,Pforr,AL,3,5,3,4,3,3,4,5,4,1,3,5
jsumruld743,Jimmy,Sumruld,FL,2,5,1,3,2,5,5,3,2,1,1,2
tteichert928,Tim,Teichert,SC,4,2,3,5,4,5,2,3,2,3,1,3
wkinkead461,Wilber,Kinkead,OR,3,4,1,5,1,4,3,3,4,5,3,2
mupdyke258,Melani,Updyke,DE,4,4,5,2,3,2,4,5,4,4,2,5
sbreece344,Scott,Breece,OR,1,4,2,5,1,3,3,1,4,2,5,4
gkniffin187,Ginny,Kniffin,WV,5,4,2,3,4,2,4,1,3,5,2,5
acoone285,Aldo,Coone,KS,4,2,2,3,1,1,1,3,4,2,1,3
ssadar832,Serina,Sadar,WI,3,2,3,1,4,4,2,3,3,4,2,4
vernstes554,Virgil,Ernstes,NH,2,5,3,3,2,3,5,2,1,4,2,3
mbeckelhei728,Maybell,Beckelheimer,ID,4,2,5,1,4,5,5,1,3,1,4,4
mboben713,Maria,Boben,NJ,2,4,5,3,1,4,2,3,4,4,2,4
pbaggensto636,Pat,Baggenstoss,UT,3,1,1,3,5,5,4,3,4,4,2,2
demmerich827,Darwin,Emmerich,MO,3,3,3,2,5,5,2,4,5,2,4,1
lthakur461,Latasha,Thakur,SC,1,1,2,4,4,4,4,1,3,3,5,5
lchech450,Laurine,Chech,MO,5,3,2,3,5,3,5,5,4,1,2,2
crosse456,Cheryl,Rosse,OR,1,3,4,3,5,1,5,1,4,5,2,2
rwolfram807,Rob,Wolfram,NV,1,1,1,5,3,3,2,4,3,4,1,2
jsherron472,Johnny,Sherron,AL,3,2,5,2,3,5,4,4,5,4,2,4
lzieg270,Lourdes,Zieg,VA,2,3,3,3,3,3,4,2,4,1,1,4
hmcneece968,Harley,Mcneece,MI,3,5,1,3,1,2,4,1,4,5,5,4
awilabay475,Araceli,Wilabay,RI,5,2,5,1,5,4,2,3,5,1,4,1
skoppelman415,Shane,Koppelmann,OK,5,1,5,4,5,1,5,4,3,1,4,3
jrimbach51,Josue,Rimbach,NM,5,4,2,3,3,2,5,2,3,3,2,4
pclagg788,Pedro,Clagg,DE,1,4,2,5,3,2,1,3,5,2,5,4
emccamant648,Elayne,Mccamant,ME,1,1,3,4,1,3,5,2,1,2,4,4
dlehr784,Dwayne,Lehr,CO,4,2,4,5,1,3,5,5,4,3,3,5
